price_value,bathrooms,expenses_value,CARD_CONTACT_MODAL,description,phone,parking,CARD_VIEWPHONE,price_type,square_meters_area,url,rooms,location,POSTING_CARD_FEATURES,expenses_type,bedrooms,CARD_WHATSAPP,POSTING_CARD_GALLERY,CARD_FAV,address
Consultar precio,1,,Contactar,"Hermoso departamento 1 dormitorio 121m2 edificio premium en la mejor cuadra de Las Cañitas. Tiene 1 dormitorio en suite, cocina semi integrada, todos los ambientes a gran balcón terraza con parrilla propia. Cochera optativa. Consulta por otras unidades disponibles. Edificio full amenities. Gran piscina. Solarium. sum en el rooftop. Gimnasio. Sauna. Parrillas. Zonas verdes en planta baja. Cocheras fijas. Seguridad. black arce es un edificio premium de triple frente con full amenities con arquitectura de: Estudio Mario Roberto Álvarez y Asoc + Estudio Abramzon en la mejor cuadra de Las Cañitas, a pasos del Boulevard, la Avda. Del Libertador y próximo a rápidos accesos. no dudes en consultar con southland! Tenemos una importante cartera de propiedades premium para ofrecerte a precios muy convenientes en las mejores zonas de Buenos Aires. Mat. Cucicba 5000. La información y medidas provistas son aproximadas y deberán ratificarse con la documentación pertinente. Las fotografías exhibidas no son vinculantes ni contractuales. A menos que se mencione expresamente, la propiedad puede o no contar con accesibilidad para personas con movilidad reducida. En caso de venta, la operación está sujeta a la tramitación del Código de Oferta de Transferencia de Inmuebles (coti) por parte del propietario.",,1,,,121,/propiedades/clasificado/veclapin-hermoso-dpto-1-dor-121-m-sup2--edificio-premium-en-la-54144472.html,2,"Las Cañitas, Palermo",121 m² tot.2 amb.1 dorm.1 baño1 coch.,,1,WhatsApp,7,,Arce 434
92000,1,76000,Contactar,"Corredor Responsable: Ana Gervasoni cpi 7927 / Pablo Emanuel Lopez cmcpm 2995- Contacto: Adriana Cleñán. Descubre este encantador departamento de dos ambientes ubicado en el corazón de Villa Santa Rita. Con una excelente ubicación y un patio techado, este departamento es perfecto para aquellos que buscan un espacio acogedor y funcional. Características: - Dos ambientes amplios y luminosos con ventanas que dan al pulmón del edificio. - Patio techado ideal para disfrutar del aire libre y relajarse. - Excelente ubicación en Villa Santa Rita, cerca de comercios, restaurantes y servicios. - Acceso fácil a transporte público y principales avenidas. Ubicación: - A poca distancia de la Avenida San Martín y la Avenida Rivadavia. - Cerca de la estación de tren de Villa Santa Rita y la estación de subte \""Villa Santa Rita\"" (línea H). - Acceso fácil a la Autopista General Paz y la Autopista Perito Moreno. Oportunidad Única: No te pierdas esta oportunidad de vivir en un departamento acogedor y funcional en Villa Santa Rita. ¡Contacta con nosotros para programar una visita! Remax Argentina S. R. L. No ejerce el corretaje inmobiliario. El presente sitio web es una plataforma en donde cada oficina inmobiliaria independiente que contrata los servicios re/max puede publicar las propiedades a su cargo. Cada oficina es de propiedad y gestión independiente, por lo que Remax Argentina S. R. L no interviene en los datos de la publicación, en la operación inmobiliaria, ni en la confección y/o firma del boleto de compraventa y/o escritura y/o contrato de alquiler. En cumplimiento de las leyes vigentes que regulan el corretaje inmobiliario, Ley Nacional 25. 028, Ley 22. 802 de Lealtad Comercial, Ley 24. 240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y Constitucionales, los agentes/gestores no ejercen el corretaje inmobiliario. Todas las operaciones inmobiliarias son objeto de intermediación y conclusión por parte del corredor público inmobiliario colegiado a cargo de la publicación, cuyos datos se exhiben en la presente. La presente publicación describe las características esenciales del inmueble, debiéndose consultar al corredor público inmobiliario responsable de la operación por la eventual actualización de las medidas, descripciones arquitectónicas y funcionales, valores de expensas, servicios, impuestos, precios y demás información, cuyos valores son aproximados. El inmueble no es accesible para personas con discapacidades físicas. Comprá la casa que querés! No la que podés. Accedé a un préstamo por hasta el 30% del valor de esta propiedad. Simulá tu cuota en Lendar",,,,USD,65,/propiedades/clasificado/veclapin-2-ambientes-c-patio-interno-excelente-ubicacion-55532869.html,2,"Villa General Mitre, Capital Federal",65 m² tot.2 amb.1 dorm.1 baño,$,1,,18,,General José Gervasio Artigas 1700
114999,1,30000,Contactar,"Cochabamba al 400 entre Bolívar y Defensa, San Telmo. Departamento tipo Loft. Dúplex. Ultra luminoso. Totalmente reciclado a nuevo. Impecable estado. Primer piso por escalera. Contrafrente. Superficie: 80 m2 totales, balcón terraza descubierto. Planta baja del departamento: Living-comedor con cocina incorporada. Baño completo con bañadera, que hace también de Toilette de recepción por su ubicación. Pisos de cerámica. Planta alta: Dormitorio grande en L, con ventana exterior, pisos de madera, y vestidor. Calefacción por tiro balanceado a gas. Bajas Expensas $30. 000 (incluye abl, Aysa). Tiene gas natural. Edificio totalmente reciclado. Venta U$S 114, 999. Consultas y visitas Ver datos (WhatsApp). A 1 cuadra de Av. Juan de Garay. A 2 cuadras de Plaza Dorrego (zona de anticuarios, bares, restaurantes, etc. ) A 2 cuadras de Parque Lezama. A 2 cuadras de Av. Brasil. A 4 cuadras de Puerto Madero. Maximiliano Sucksdorf Servicios Inmobiliarios - Cucicba 8128",,,,USD,80,/propiedades/clasificado/veclapin-cochabamba-400-2-ambientes-grande-loft-duplex-ultra-51908255.html,2,"San Telmo, Capital Federal",80 m² tot.2 amb.1 dorm.1 baño,$,1,WhatsApp,29,,Cochabamba 400
73000,1,,Contactar,3 ambientes tipo casa - Contrafrente - Hall de entrada y hall de distribución - Living comedor con pisos de parquet - Cocina comedor - Dos dormitorios con placards - Baño completo.,,,,USD,86,/propiedades/clasificado/veclapin-olavarria-al-600-54045422.html,2,"La Boca, Capital Federal",86 m² tot.2 amb.2 dorm.1 baño,,2,WhatsApp,5,,Olavarría 600
120000,1,190000,Contactar,Excelente ubicación sobre la calle Paraná esquina Av. Santa Fé. Apto profesional. El departamento se encuentra en el 8°piso. Superficie total 60m2. Consta de 2 monoambientes unificados para refaccionar.,,,,USD,60,/propiedades/clasificado/veclapin-departamento-en-venta-apto-profesional-barrio-norte-54507807.html,2,"Barrio Norte, Capital Federal",60 m² tot.2 amb.1 baño,$,,WhatsApp,11,,Dirección no informada
109999,1,30000,Contactar,"Cochabamba al 400 entre Bolívar y Defensa, San Telmo. Impecable. Listo para mudarse. Ultra luminoso. Departamento tipo Loft. Primer piso por escalera. Al frente a la calle. Con balcón. Superficie: 68 m2 totales y cubiertos. Dúplex. Planta baja: Living-comedor con salida al balcón al frente a la calle (en total el living tiene 3 ventanas al frente), y con la cocina incorporada. Baño completo con bañadera, que hace también de Toilette de recepción por su ubicación. Pisos de cerámica. Planta alta: Dormitorio con 3 ventanales al exterior y pisos de madera. Muy luminoso. Expensas $30. 000. Tiene gas natural. Edificio reciclado hace 12 años. Venta U$S 109. 999. Consultas y visitas Ver datos (WhatsApp). A 1 cuadra de Av. San Juan. A 1 cuadra de Av. Juan de Garay. A 2 cuadras de Plaza Dorrego. A 2 cuadras de Av. Brasil. A 3 cuadras de Parque Lezama. A 5 cuadras de Av. 9 de Julio. Maximiliano Sucksdorf Servicios Inmobiliarios - Cucicba 8128",,,,USD,68,/propiedades/clasificado/veclapin-cochabamba-400-primer-piso-x-escalera-loft-68-m-sup2-54440585.html,2,"San Telmo, Capital Federal",68 m² tot.2 amb.1 dorm.1 baño,$,1,WhatsApp,28,,Cochabamba 400
82000,1,,Contactar,"En venta en capital federal en uno de los lugares mas historicos de la ciudad de buenos aires; hermoso departamento de 2 ambientes con baño instalado; hall de entrada living comedor; hoy no posee cocina si bien esta toda la instalacion para la misma ya que se utiliza como oficina lo mismo que la pared divisoria de la habitacion. Amplio balcon doble al frente. Venta inmediata. consulte dirección Y detalles al Ver datos o whatsapp Ver datos por el código 9989. Deje su propiedad en buenas manos. Desde 1978 brindando seguridad y confianza en sus operaciones inmobiliarias. Tasaciones Inmediatas. 011 Ver datos y líneas rotativas. whatsapp Ver datos. Av. Wernicke 2895. Ciudad Jardín - Lomas de El Palomar, Tres de Febrero, Buenos Aires.",,,,USD,73,/propiedades/clasificado/veclapin-en-venta-en-monserrat-departamento-de-2-ambientes-al-53990336.html,2,"Monserrat, Capital Federal",73 m² tot.2 amb.1 dorm.1 baño,,1,WhatsApp,46,,ADOLFO ALSINA
88900,,,Contactar,"Precio total usd$ 127. 000oportunidad de financiacion: 70% inicial (usd$ 88. 900) + 30% financiado en 24 cuotas¡Oportunidad única en Caballito! Este hermoso departamento de 2 ambientes a estrenar es ideal para quienes buscan comodidad, luminosidad y excelente ubicación. Con un moderno diseño, cuenta con un amplio y luminoso living, toilette de recepción, y un dormitorio en suite con vestidor y baño privado, brindando total privacidad y confort. El edificio es de última generación, lo que garantiza acabados de calidad. Su cercanía al Parque Centenario, Plaza 24 de Septiembre, a zonas comerciales y al vibrante polo gastronómico de la zona, lo convierten en un lugar perfecto para vivir. ¡No te lo podés perder! transportes cercanos: Colectivos: 24, 34, 57, 76, 105, 109, 110, 135, 146, 166aviso legal: La presente publicación describe las características esenciales de la propiedad, cuyos valores y medidas son aproximados. Para más informacióncomo actualización de losvalores de expensas, servicios, impuestos, precios, información o descripción arquitectónica, debe consultar al corredor público inmobiliario responsable de la operación. Conforme a la Ley 2340 cucicba, Ley 10. 973 Prov. Bs. As. , Ley 22. 802 de Lealtad Comercial, Ley 24. 240 de Defensa al Consumidor, las normas del Código Civil y Comercial de la Nación y las disposiciones constitucionales, los Asesores o Brokers no ejercen el corretaje inmobiliario. En cumplimiento de las normas legales aplicables, todas las operaciones inmobiliarias son objeto de intermediación y conclusión por partedel corredor matriculado y colegiadoEduardo Casasnovas C. U. C. I. C. B. A. Mat Nº 6952, C. M. C. P. S. I. Mat N° 5870. Cada Oficina es de Propiedad y OperaciónIndependiente. En caso de venta, la operación está sujeta a la tramitación del Código de Oferta de Transferencia de Inmuebles (coti) por parte del propietario.",,,,USD,68,/propiedades/clasificado/veclapin--p-precio-total-usd$127.000-p-p-oportunidad-de-55546929.html,2,"Caballito, Capital Federal",68 m² tot.2 amb.1 dorm.,,1,,27,,AV SAN MARTIN 1700
107000,2,165000,Contactar,"- Muy luminoso- Amplios ambientes- Dormitorio en suite - Baño completo y toilette de recepción- Cocina integrada equipada con muebles altos y bajos- Balcón aterrazado de 3. 80 x 2. 05 mtrs. -las expensas incluyen abl, luz Y aysacochera opcional cubierta u$s 25. 000. - Descubierta u$s 15. 000. -",,,,USD,69,/propiedades/clasificado/veclapin-amplio-semipiso-de-2-ambientes-boedo-54426806.html,2,"Boedo, Capital Federal",69 m² tot.2 amb.1 dorm.2 baños,$,1,,12,,24 de Noviembre 1262  3ºB (av. San Juan - Cochabamba)
105000,,150000,Contactar,"Departamento de 2 ambientes en venta con cochera, en la calle castro barros al 1100, entre av. San juan Y carlos calvo. Zona boedo. ubicado en el 3er piso, al frente con balcón corrido; 60M2 totales aprox, hall de entrada, living comedor de 6X4 con salida A balcón corrido. Cocina comedor de 4X2 con lavadero incorporado. Dormitorio de 4X4 con placard. baño completo con espacio de almacenamiento. Expensas: $80. 000. el departamento se encuentra en excelente estado, es muy luminoso Y amplio! Gran caudal comercial, A metros de líneas de colectivo Y A 1 cuadra del subte línea ""E"" lo ponte catalina. para más información, comunicarse al /1004. Por whatsapp al",,1,,USD,60,/propiedades/clasificado/veclapin-departamento-de-2-ambientes-en-venta-con-cochera-60-54806989.html,2,"Boedo, Capital Federal",60 m² tot.2 amb.1 dorm.1 coch.,$,1,WhatsApp,14,,Castro barros 1100
110000,2,120000,Contactar,"Impecable duplex a metros de Av. Triunvirato y Av. De los Incas con acceso a todos los medios de transporte y a pasos del centro comercial de Villa Urquiza. Cuenta con un amplio living comedor con salida balcon y gran ventanal de doble altura, cocina integrada con barra y amplio toilete de recepcion. En la planta superior, dormitorio que balconea al living con vestidor y baño en suite. Edificio moderno con tres departamentos por piso las expensas incluyen Aysa y agua caliente central. Apto credito. Servicios: Electricidad, Pavimento, Cloacas, Agua Corriente. Otros Servicios: Balcón. La venta de inmuebles está supeditada a que su propietario cumplimente el trámite ante la afip para la obtención del n° de coti correspondiente, para dar cumplimiento a la resolución general nro. 2371 de afip. Los datos exactos constan en los correspondientes documentos legales, los cuales se encuentran disponibles. Todas las propiedades son aptas para discapacitados, salvo que se aclare especialmente lo contrario. Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4, 15%) del valor total del respectivo contrato. Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos, en el caso de ser personas físicas. Esta comisión no aplica para el caso de alquileres temporarios ni comerciales, la cual será acordada con la parte locadora y locataria según el plazo de locación. Conforme a la Ley 2340 de caba se hace saber debida inscripción cucicba 7940 - Bernardo Zaracho Ortiz",,,,USD,62,/propiedades/clasificado/veclapin-impecable-duplex-en-villa-ortuzar-a-m-de-subte-b-55294110.html,2,"Villa Ortuzar, Capital Federal",62 m² tot.2 amb.1 dorm.2 baños,$,1,WhatsApp,29,,Arismendi  2400 4°
